1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
5,4,3,2,4,6,2,3.142857143,3,2.857142857,2.714285714,2.571428571,2.428571429,2.285714286,2.142857143,2,1.857142857,1.714285714,1.571428571,1.428571429,1.285714286,1.142857143,1,0.857142857,0.714285714,0.571428571,0.428571429,0.285714286,0.142857143,2.66454E-15,-0.142857143,-0.285714286,-0.428571429,-0.571428571,-0.714285714,-0.857142857,-1,-1.142857143,-1.285714286,-1.428571429,-1.571428571,-1.714285714,-1.857142857,-2,-2.142857143,-2.285714286,-2.428571429,-2.571428571,-2.714285714,-2.857142857,-3,-3.142857143,-3.285714286,-3.428571429,-3.571428571,-3.714285714,-3.857142857,-4,-4.142857143,-4.285714286,-4.428571429,-4.571428571,-4.714285714,-4.857142857,-5,-5.142857143,-5.285714286,-5.428571429,-5.571428571,-5.714285714,-5.857142857,-6,-6.142857143,-6.285714286,-6.428571429,-6.571428571,-6.714285714,-6.857142857,-7,-7.142857143
6,4,5,6,7,8,9,9.142857143,9.821428571,10.5,11.17857143,11.85714286,12.53571429,13.21428571,13.89285714,14.57142857,15.25,15.92857143,16.60714286,17.28571429,17.96428571,18.64285714,19.32142857,20,20.67857143,21.35714286,22.03571429,22.71428571,23.39285714,24.07142857,24.75,25.42857143,26.10714286,26.78571429,27.46428571,28.14285714,28.82142857,29.5,30.17857143,30.85714286,31.53571429,32.21428571,32.89285714,33.57142857,34.25,34.92857143,35.60714286,36.28571429,36.96428571,37.64285714,38.32142857,39,39.67857143,40.35714286,41.03571429,41.71428571,42.39285714,43.07142857,43.75,44.42857143,45.10714286,45.78571429,46.46428571,47.14285714,47.82142857,48.5,49.17857143,49.85714286,50.53571429,51.21428571,51.89285714,52.57142857,53.25,53.92857143,54.60714286,55.28571429,55.96428571,56.64285714,57.32142857,58
7,5,5,5,4,2,5,2.857142857,2.392857143,1.928571429,1.464285714,1,0.535714286,0.071428571,-0.392857143,-0.857142857,-1.321428571,-1.785714286,-2.25,-2.714285714,-3.178571429,-3.642857143,-4.107142857,-4.571428571,-5.035714286,-5.5,-5.964285714,-6.428571429,-6.892857143,-7.357142857,-7.821428571,-8.285714286,-8.75,-9.214285714,-9.678571429,-10.14285714,-10.60714286,-11.07142857,-11.53571429,-12,-12.46428571,-12.92857143,-13.39285714,-13.85714286,-14.32142857,-14.78571429,-15.25,-15.71428571,-16.17857143,-16.64285714,-17.10714286,-17.57142857,-18.03571429,-18.5,-18.96428571,-19.42857143,-19.89285714,-20.35714286,-20.82142857,-21.28571429,-21.75,-22.21428571,-22.67857143,-23.14285714,-23.60714286,-24.07142857,-24.53571429,-25,-25.46428571,-25.92857143,-26.39285714,-26.85714286,-27.32142857,-27.78571429,-28.25,-28.71428571,-29.17857143,-29.64285714,-30.10714286,-30.57142857
8,4,5,4,1,12,7,7.142857143,7.464285714,7.785714286,8.107142857,8.428571429,8.75,9.071428571,9.392857143,9.714285714,10.03571429,10.35714286,10.67857143,11,11.32142857,11.64285714,11.96428571,12.28571429,12.60714286,12.92857143,13.25,13.57142857,13.89285714,14.21428571,14.53571429,14.85714286,15.17857143,15.5,15.82142857,16.14285714,16.46428571,16.78571429,17.10714286,17.42857143,17.75,18.07142857,18.39285714,18.71428571,19.03571429,19.35714286,19.67857143,20,20.32142857,20.64285714,20.96428571,21.28571429,21.60714286,21.92857143,22.25,22.57142857,22.89285714,23.21428571,23.53571429,23.85714286,24.17857143,24.5,24.82142857,25.14285714,25.46428571,25.78571429,26.10714286,26.42857143,26.75,27.07142857,27.39285714,27.71428571,28.03571429,28.35714286,28.67857143,29,29.32142857,29.64285714,29.96428571,30.28571429
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.80952381,3.552380952,3.819047619,3.60952381,3.171428571,5.857142857,4.866666667,4.545578231,4.586054422,4.626530612,4.667006803,4.707482993,4.747959184,4.788435374,4.828911565,4.869387755,4.909863946,4.950340136,4.990816327,5.031292517,5.071768707,5.112244898,5.152721088,5.193197279,5.233673469,5.27414966,5.31462585,5.355102041,5.395578231,5.436054422,5.476530612,5.517006803,5.557482993,5.597959184,5.638435374,5.678911565,5.719387755,5.759863946,5.800340136,5.840816327,5.881292517,5.921768707,5.962244898,6.002721088,6.043197279,6.083673469,6.12414966,6.16462585,6.205102041,6.245578231,6.286054422,6.326530612,6.367006803,6.407482993,6.447959184,6.488435374,6.528911565,6.569387755,6.609863946,6.650340136,6.690816327,6.731292517,6.771768707,6.812244898,6.852721088,6.893197279,6.933673469,6.97414966,7.01462585,7.055102041,7.095578231,7.136054422,7.176530612,7.217006803,7.257482993,7.297959184,7.338435374,7.378911565,7.419387755,7.459863946
6.202380952,3.763095238,4.054761905,3.827380952,3.342857143,6.264285714,5.191666667,4.843537415,4.888477891,4.933418367,4.978358844,5.02329932,5.068239796,5.113180272,5.158120748,5.203061224,5.248001701,5.292942177,5.337882653,5.382823129,5.427763605,5.472704082,5.517644558,5.562585034,5.60752551,5.652465986,5.697406463,5.742346939,5.787287415,5.832227891,5.877168367,5.922108844,5.96704932,6.011989796,6.056930272,6.101870748,6.146811224,6.191751701,6.236692177,6.281632653,6.326573129,6.371513605,6.416454082,6.461394558,6.506335034,6.55127551,6.596215986,6.641156463,6.686096939,6.731037415,6.775977891,6.820918367,6.865858844,6.91079932,6.955739796,7.000680272,7.045620748,7.090561224,7.135501701,7.180442177,7.225382653,7.270323129,7.315263605,7.360204082,7.405144558,7.450085034,7.49502551,7.539965986,7.584906463,7.629846939,7.674787415,7.719727891,7.764668367,7.809608844,7.85454932,7.899489796,7.944430272,7.989370748,8.034311224,8.079251701
6.595238095,3.973809524,4.29047619,4.045238095,3.514285714,6.671428571,5.516666667,5.141496599,5.190901361,5.240306122,5.289710884,5.339115646,5.388520408,5.43792517,5.487329932,5.536734694,5.586139456,5.635544218,5.68494898,5.734353741,5.783758503,5.833163265,5.882568027,5.931972789,5.981377551,6.030782313,6.080187075,6.129591837,6.178996599,6.228401361,6.277806122,6.327210884,6.376615646,6.426020408,6.47542517,6.524829932,6.574234694,6.623639456,6.673044218,6.72244898,6.771853741,6.821258503,6.870663265,6.920068027,6.969472789,7.018877551,7.068282313,7.117687075,7.167091837,7.216496599,7.265901361,7.315306122,7.364710884,7.414115646,7.463520408,7.51292517,7.562329932,7.611734694,7.661139456,7.710544218,7.75994898,7.809353741,7.858758503,7.908163265,7.957568027,8.006972789,8.056377551,8.105782313,8.155187075,8.204591837,8.253996599,8.303401361,8.352806122,8.402210884,8.451615646,8.501020408,8.55042517,8.599829932,8.649234694,8.698639456
6.988095238,4.18452381,4.526190476,4.263095238,3.685714286,7.078571429,5.841666667,5.439455782,5.49332483,5.547193878,5.601062925,5.654931973,5.70880102,5.762670068,5.816539116,5.870408163,5.924277211,5.978146259,6.032015306,6.085884354,6.139753401,6.193622449,6.247491497,6.301360544,6.355229592,6.409098639,6.462967687,6.516836735,6.570705782,6.62457483,6.678443878,6.732312925,6.786181973,6.84005102,6.893920068,6.947789116,7.001658163,7.055527211,7.109396259,7.163265306,7.217134354,7.271003401,7.324872449,7.378741497,7.432610544,7.486479592,7.540348639,7.594217687,7.648086735,7.701955782,7.75582483,7.809693878,7.863562925,7.917431973,7.97130102,8.025170068,8.079039116,8.132908163,8.186777211,8.240646259,8.294515306,8.348384354,8.402253401,8.456122449,8.509991497,8.563860544,8.617729592,8.671598639,8.725467687,8.779336735,8.833205782,8.88707483,8.940943878,8.994812925,9.048681973,9.10255102,9.156420068,9.210289116,9.264158163,9.318027211
7.380952381,4.395238095,4.761904762,4.480952381,3.857142857,7.485714286,6.166666667,5.737414966,5.795748299,5.854081633,5.912414966,5.970748299,6.029081633,6.087414966,6.145748299,6.204081633,6.262414966,6.320748299,6.379081633,6.437414966,6.495748299,6.554081633,6.612414966,6.670748299,6.729081633,6.787414966,6.845748299,6.904081633,6.962414966,7.020748299,7.079081633,7.137414966,7.195748299,7.254081633,7.312414966,7.370748299,7.429081633,7.487414966,7.545748299,7.604081633,7.662414966,7.720748299,7.779081633,7.837414966,7.895748299,7.954081633,8.012414966,8.070748299,8.129081633,8.187414966,8.245748299,8.304081633,8.362414966,8.420748299,8.479081633,8.537414966,8.595748299,8.654081633,8.712414966,8.770748299,8.829081633,8.887414966,8.945748299,9.004081633,9.062414966,9.120748299,9.179081633,9.237414966,9.295748299,9.354081633,9.412414966,9.470748299,9.529081633,9.587414966,9.645748299,9.704081633,9.762414966,9.820748299,9.879081633,9.937414966
7.773809524,4.605952381,4.997619048,4.698809524,4.028571429,7.892857143,6.491666667,6.03537415,6.098171769,6.160969388,6.223767007,6.286564626,6.349362245,6.412159864,6.474957483,6.537755102,6.600552721,6.66335034,6.726147959,6.788945578,6.851743197,6.914540816,6.977338435,7.040136054,7.102933673,7.165731293,7.228528912,7.291326531,7.35412415,7.416921769,7.479719388,7.542517007,7.605314626,7.668112245,7.730909864,7.793707483,7.856505102,7.919302721,7.98210034,8.044897959,8.107695578,8.170493197,8.233290816,8.296088435,8.358886054,8.421683673,8.484481293,8.547278912,8.610076531,8.67287415,8.735671769,8.798469388,8.861267007,8.924064626,8.986862245,9.049659864,9.112457483,9.175255102,9.238052721,9.30085034,9.363647959,9.426445578,9.489243197,9.552040816,9.614838435,9.677636054,9.740433673,9.803231293,9.866028912,9.928826531,9.99162415,10.05442177,10.11721939,10.18001701,10.24281463,10.30561224,10.36840986,10.43120748,10.4940051,10.55680272
8.166666667,4.816666667,5.233333333,4.916666667,4.2,8.3,6.816666667,6.333333333,6.400595238,6.467857143,6.535119048,6.602380952,6.669642857,6.736904762,6.804166667,6.871428571,6.938690476,7.005952381,7.073214286,7.14047619,7.207738095,7.275,7.342261905,7.40952381,7.476785714,7.544047619,7.611309524,7.678571429,7.745833333,7.813095238,7.880357143,7.947619048,8.014880952,8.082142857,8.149404762,8.216666667,8.283928571,8.351190476,8.418452381,8.485714286,8.55297619,8.620238095,8.6875,8.754761905,8.82202381,8.889285714,8.956547619,9.023809524,9.091071429,9.158333333,9.225595238,9.292857143,9.360119048,9.427380952,9.494642857,9.561904762,9.629166667,9.696428571,9.763690476,9.830952381,9.898214286,9.96547619,10.0327381,10.1,10.1672619,10.23452381,10.30178571,10.36904762,10.43630952,10.50357143,10.57083333,10.63809524,10.70535714,10.77261905,10.83988095,10.90714286,10.97440476,11.04166667,11.10892857,11.17619048
8.55952381,5.027380952,5.469047619,5.13452381,4.371428571,8.707142857,7.141666667,6.631292517,6.703018707,6.774744898,6.846471088,6.918197279,6.989923469,7.06164966,7.13337585,7.205102041,7.276828231,7.348554422,7.420280612,7.492006803,7.563732993,7.635459184,7.707185374,7.778911565,7.850637755,7.922363946,7.994090136,8.065816327,8.137542517,8.209268707,8.280994898,8.352721088,8.424447279,8.496173469,8.56789966,8.63962585,8.711352041,8.783078231,8.854804422,8.926530612,8.998256803,9.069982993,9.141709184,9.213435374,9.285161565,9.356887755,9.428613946,9.500340136,9.572066327,9.643792517,9.715518707,9.787244898,9.858971088,9.930697279,10.00242347,10.07414966,10.14587585,10.21760204,10.28932823,10.36105442,10.43278061,10.5045068,10.57623299,10.64795918,10.71968537,10.79141156,10.86313776,10.93486395,11.00659014,11.07831633,11.15004252,11.22176871,11.2934949,11.36522109,11.43694728,11.50867347,11.58039966,11.65212585,11.72385204,11.79557823
8.952380952,5.238095238,5.704761905,5.352380952,4.542857143,9.114285714,7.466666667,6.929251701,7.005442177,7.081632653,7.157823129,7.234013605,7.310204082,7.386394558,7.462585034,7.53877551,7.614965986,7.691156463,7.767346939,7.843537415,7.919727891,7.995918367,8.072108844,8.14829932,8.224489796,8.300680272,8.376870748,8.453061224,8.529251701,8.605442177,8.681632653,8.757823129,8.834013605,8.910204082,8.986394558,9.062585034,9.13877551,9.214965986,9.291156463,9.367346939,9.443537415,9.519727891,9.595918367,9.672108844,9.74829932,9.824489796,9.900680272,9.976870748,10.05306122,10.1292517,10.20544218,10.28163265,10.35782313,10.43401361,10.51020408,10.58639456,10.66258503,10.73877551,10.81496599,10.89115646,10.96734694,11.04353741,11.11972789,11.19591837,11.27210884,11.34829932,11.4244898,11.50068027,11.57687075,11.65306122,11.7292517,11.80544218,11.88163265,11.95782313,12.03401361,12.11020408,12.18639456,12.26258503,12.33877551,12.41496599
9.345238095,5.448809524,5.94047619,5.570238095,4.714285714,9.521428571,7.791666667,7.227210884,7.307865646,7.388520408,7.46917517,7.549829932,7.630484694,7.711139456,7.791794218,7.87244898,7.953103741,8.033758503,8.114413265,8.195068027,8.275722789,8.356377551,8.437032313,8.517687075,8.598341837,8.678996599,8.759651361,8.840306122,8.920960884,9.001615646,9.082270408,9.16292517,9.243579932,9.324234694,9.404889456,9.485544218,9.56619898,9.646853741,9.727508503,9.808163265,9.888818027,9.969472789,10.05012755,10.13078231,10.21143707,10.29209184,10.3727466,10.45340136,10.53405612,10.61471088,10.69536565,10.77602041,10.85667517,10.93732993,11.01798469,11.09863946,11.17929422,11.25994898,11.34060374,11.4212585,11.50191327,11.58256803,11.66322279,11.74387755,11.82453231,11.90518707,11.98584184,12.0664966,12.14715136,12.22780612,12.30846088,12.38911565,12.46977041,12.55042517,12.63107993,12.71173469,12.79238946,12.87304422,12.95369898,13.03435374
9.738095238,5.65952381,6.176190476,5.788095238,4.885714286,9.928571429,8.116666667,7.525170068,7.610289116,7.695408163,7.780527211,7.865646259,7.950765306,8.035884354,8.121003401,8.206122449,8.291241497,8.376360544,8.461479592,8.546598639,8.631717687,8.716836735,8.801955782,8.88707483,8.972193878,9.057312925,9.142431973,9.22755102,9.312670068,9.397789116,9.482908163,9.568027211,9.653146259,9.738265306,9.823384354,9.908503401,9.993622449,10.0787415,10.16386054,10.24897959,10.33409864,10.41921769,10.50433673,10.58945578,10.67457483,10.75969388,10.84481293,10.92993197,11.01505102,11.10017007,11.18528912,11.27040816,11.35552721,11.44064626,11.52576531,11.61088435,11.6960034,11.78112245,11.8662415,11.95136054,12.03647959,12.12159864,12.20671769,12.29183673,12.37695578,12.46207483,12.54719388,12.63231293,12.71743197,12.80255102,12.88767007,12.97278912,13.05790816,13.14302721,13.22814626,13.31326531,13.39838435,13.4835034,13.56862245,13.6537415
10.13095238,5.870238095,6.411904762,6.005952381,5.057142857,10.33571429,8.441666667,7.823129252,7.912712585,8.002295918,8.091879252,8.181462585,8.271045918,8.360629252,8.450212585,8.539795918,8.629379252,8.718962585,8.808545918,8.898129252,8.987712585,9.077295918,9.166879252,9.256462585,9.346045918,9.435629252,9.525212585,9.614795918,9.704379252,9.793962585,9.883545918,9.973129252,10.06271259,10.15229592,10.24187925,10.33146259,10.42104592,10.51062925,10.60021259,10.68979592,10.77937925,10.86896259,10.95854592,11.04812925,11.13771259,11.22729592,11.31687925,11.40646259,11.49604592,11.58562925,11.67521259,11.76479592,11.85437925,11.94396259,12.03354592,12.12312925,12.21271259,12.30229592,12.39187925,12.48146259,12.57104592,12.66062925,12.75021259,12.83979592,12.92937925,13.01896259,13.10854592,13.19812925,13.28771259,13.37729592,13.46687925,13.55646259,13.64604592,13.73562925,13.82521259,13.91479592,14.00437925,14.09396259,14.18354592,14.27312925
10.52380952,6.080952381,6.647619048,6.223809524,5.228571429,10.74285714,8.766666667,8.121088435,8.215136054,8.309183673,8.403231293,8.497278912,8.591326531,8.68537415,8.779421769,8.873469388,8.967517007,9.061564626,9.155612245,9.249659864,9.343707483,9.437755102,9.531802721,9.62585034,9.719897959,9.813945578,9.907993197,10.00204082,10.09608844,10.19013605,10.28418367,10.37823129,10.47227891,10.56632653,10.66037415,10.75442177,10.84846939,10.94251701,11.03656463,11.13061224,11.22465986,11.31870748,11.4127551,11.50680272,11.60085034,11.69489796,11.78894558,11.8829932,11.97704082,12.07108844,12.16513605,12.25918367,12.35323129,12.44727891,12.54132653,12.63537415,12.72942177,12.82346939,12.91751701,13.01156463,13.10561224,13.19965986,13.29370748,13.3877551,13.48180272,13.57585034,13.66989796,13.76394558,13.8579932,13.95204082,14.04608844,14.14013605,14.23418367,14.32823129,14.42227891,14.51632653,14.61037415,14.70442177,14.79846939,14.89251701
10.91666667,6.291666667,6.883333333,6.441666667,5.4,11.15,9.091666667,8.419047619,8.517559524,8.616071429,8.714583333,8.813095238,8.911607143,9.010119048,9.108630952,9.207142857,9.305654762,9.404166667,9.502678571,9.601190476,9.699702381,9.798214286,9.89672619,9.995238095,10.09375,10.1922619,10.29077381,10.38928571,10.48779762,10.58630952,10.68482143,10.78333333,10.88184524,10.98035714,11.07886905,11.17738095,11.27589286,11.37440476,11.47291667,11.57142857,11.66994048,11.76845238,11.86696429,11.96547619,12.0639881,12.1625,12.2610119,12.35952381,12.45803571,12.55654762,12.65505952,12.75357143,12.85208333,12.95059524,13.04910714,13.14761905,13.24613095,13.34464286,13.44315476,13.54166667,13.64017857,13.73869048,13.83720238,13.93571429,14.03422619,14.1327381,14.23125,14.3297619,14.42827381,14.52678571,14.62529762,14.72380952,14.82232143,14.92083333,15.01934524,15.11785714,15.21636905,15.31488095,15.41339286,15.51190476
11.30952381,6.502380952,7.119047619,6.65952381,5.571428571,11.55714286,9.416666667,8.717006803,8.819982993,8.922959184,9.025935374,9.128911565,9.231887755,9.334863946,9.437840136,9.540816327,9.643792517,9.746768707,9.849744898,9.952721088,10.05569728,10.15867347,10.26164966,10.36462585,10.46760204,10.57057823,10.67355442,10.77653061,10.8795068,10.98248299,11.08545918,11.18843537,11.29141156,11.39438776,11.49736395,11.60034014,11.70331633,11.80629252,11.90926871,12.0122449,12.11522109,12.21819728,12.32117347,12.42414966,12.52712585,12.63010204,12.73307823,12.83605442,12.93903061,13.0420068,13.14498299,13.24795918,13.35093537,13.45391156,13.55688776,13.65986395,13.76284014,13.86581633,13.96879252,14.07176871,14.1747449,14.27772109,14.38069728,14.48367347,14.58664966,14.68962585,14.79260204,14.89557823,14.99855442,15.10153061,15.2045068,15.30748299,15.41045918,15.51343537,15.61641156,15.71938776,15.82236395,15.92534014,16.02831633,16.13129252
11.70238095,6.713095238,7.354761905,6.877380952,5.742857143,11.96428571,9.741666667,9.014965986,9.122406463,9.229846939,9.337287415,9.444727891,9.552168367,9.659608844,9.76704932,9.874489796,9.981930272,10.08937075,10.19681122,10.3042517,10.41169218,10.51913265,10.62657313,10.73401361,10.84145408,10.94889456,11.05633503,11.16377551,11.27121599,11.37865646,11.48609694,11.59353741,11.70097789,11.80841837,11.91585884,12.02329932,12.1307398,12.23818027,12.34562075,12.45306122,12.5605017,12.66794218,12.77538265,12.88282313,12.99026361,13.09770408,13.20514456,13.31258503,13.42002551,13.52746599,13.63490646,13.74234694,13.84978741,13.95722789,14.06466837,14.17210884,14.27954932,14.3869898,14.49443027,14.60187075,14.70931122,14.8167517,14.92419218,15.03163265,15.13907313,15.24651361,15.35395408,15.46139456,15.56883503,15.67627551,15.78371599,15.89115646,15.99859694,16.10603741,16.21347789,16.32091837,16.42835884,16.53579932,16.6432398,16.75068027
12.0952381,6.923809524,7.59047619,7.095238095,5.914285714,12.37142857,10.06666667,9.31292517,9.424829932,9.536734694,9.648639456,9.760544218,9.87244898,9.984353741,10.0962585,10.20816327,10.32006803,10.43197279,10.54387755,10.65578231,10.76768707,10.87959184,10.9914966,11.10340136,11.21530612,11.32721088,11.43911565,11.55102041,11.66292517,11.77482993,11.88673469,11.99863946,12.11054422,12.22244898,12.33435374,12.4462585,12.55816327,12.67006803,12.78197279,12.89387755,13.00578231,13.11768707,13.22959184,13.3414966,13.45340136,13.56530612,13.67721088,13.78911565,13.90102041,14.01292517,14.12482993,14.23673469,14.34863946,14.46054422,14.57244898,14.68435374,14.7962585,14.90816327,15.02006803,15.13197279,15.24387755,15.35578231,15.46768707,15.57959184,15.6914966,15.80340136,15.91530612,16.02721088,16.13911565,16.25102041,16.36292517,16.47482993,16.58673469,16.69863946,16.81054422,16.92244898,17.03435374,17.1462585,17.25816327,17.37006803
12.48809524,7.13452381,7.826190476,7.313095238,6.085714286,12.77857143,10.39166667,9.610884354,9.727253401,9.843622449,9.959991497,10.07636054,10.19272959,10.30909864,10.42546769,10.54183673,10.65820578,10.77457483,10.89094388,11.00731293,11.12368197,11.24005102,11.35642007,11.47278912,11.58915816,11.70552721,11.82189626,11.93826531,12.05463435,12.1710034,12.28737245,12.4037415,12.52011054,12.63647959,12.75284864,12.86921769,12.98558673,13.10195578,13.21832483,13.33469388,13.45106293,13.56743197,13.68380102,13.80017007,13.91653912,14.03290816,14.14927721,14.26564626,14.38201531,14.49838435,14.6147534,14.73112245,14.8474915,14.96386054,15.08022959,15.19659864,15.31296769,15.42933673,15.54570578,15.66207483,15.77844388,15.89481293,16.01118197,16.12755102,16.24392007,16.36028912,16.47665816,16.59302721,16.70939626,16.82576531,16.94213435,17.0585034,17.17487245,17.2912415,17.40761054,17.52397959,17.64034864,17.75671769,17.87308673,17.98945578
12.88095238,7.345238095,8.061904762,7.530952381,6.257142857,13.18571429,10.71666667,9.908843537,10.02967687,10.1505102,10.27134354,10.39217687,10.5130102,10.63384354,10.75467687,10.8755102,10.99634354,11.11717687,11.2380102,11.35884354,11.47967687,11.6005102,11.72134354,11.84217687,11.9630102,12.08384354,12.20467687,12.3255102,12.44634354,12.56717687,12.6880102,12.80884354,12.92967687,13.0505102,13.17134354,13.29217687,13.4130102,13.53384354,13.65467687,13.7755102,13.89634354,14.01717687,14.1380102,14.25884354,14.37967687,14.5005102,14.62134354,14.74217687,14.8630102,14.98384354,15.10467687,15.2255102,15.34634354,15.46717687,15.5880102,15.70884354,15.82967687,15.9505102,16.07134354,16.19217687,16.3130102,16.43384354,16.55467687,16.6755102,16.79634354,16.91717687,17.0380102,17.15884354,17.27967687,17.4005102,17.52134354,17.64217687,17.7630102,17.88384354,18.00467687,18.1255102,18.24634354,18.36717687,18.4880102,18.60884354
13.27380952,7.555952381,8.297619048,7.748809524,6.428571429,13.59285714,11.04166667,10.20680272,10.33210034,10.45739796,10.58269558,10.7079932,10.83329082,10.95858844,11.08388605,11.20918367,11.33448129,11.45977891,11.58507653,11.71037415,11.83567177,11.96096939,12.08626701,12.21156463,12.33686224,12.46215986,12.58745748,12.7127551,12.83805272,12.96335034,13.08864796,13.21394558,13.3392432,13.46454082,13.58983844,13.71513605,13.84043367,13.96573129,14.09102891,14.21632653,14.34162415,14.46692177,14.59221939,14.71751701,14.84281463,14.96811224,15.09340986,15.21870748,15.3440051,15.46930272,15.59460034,15.71989796,15.84519558,15.9704932,16.09579082,16.22108844,16.34638605,16.47168367,16.59698129,16.72227891,16.84757653,16.97287415,17.09817177,17.22346939,17.34876701,17.47406463,17.59936224,17.72465986,17.84995748,17.9752551,18.10055272,18.22585034,18.35114796,18.47644558,18.6017432,18.72704082,18.85233844,18.97763605,19.10293367,19.22823129
